,year,parent_name,cmpy,newid,Ucmpy,score,gvkey
20791,1988,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20792,1989,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20793,1990,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20794,1991,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20795,1992,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20796,1993,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20797,1994,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20798,1995,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20799,1996,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20800,1997,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20801,1998,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20802,1999,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20803,2000,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20804,2001,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20805,2002,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20806,2003,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20807,2004,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20808,2005,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20809,2006,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20810,2007,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20811,2008,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20812,2009,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20813,2010,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20814,2011,SPARTECH CORP,SPARTECH,9993,SPARTECH,1,9921
20815,1987,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20816,1988,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20817,1989,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20818,1990,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20819,1991,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20820,1992,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20821,1993,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20822,1994,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20823,1998,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20824,1999,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20825,2001,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20826,2002,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20827,2003,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20828,2004,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20829,2005,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20830,2006,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20831,2007,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20832,2008,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20833,2009,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20834,2010,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20835,2011,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20836,2012,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20837,2013,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20838,2014,SPARTON CORP,SPARTON,9995,SPARTON,1,9922
20839,1992,SPECIAL METALS CORP,SPECIALMETALS,10004,SPECIALMETALS,1,64538
20840,1993,SPECIAL METALS CORP,SPECIALMETALS,10004,SPECIALMETALS,1,64538
20841,1994,SPECIAL METALS CORP,SPECIALMETALS,10004,SPECIALMETALS,1,64538
20842,1995,SPECIAL METALS CORP,SPECIALMETALS,10004,SPECIALMETALS,1,64538
20843,1996,SPECIAL METALS CORP,SPECIALMETALS,10004,SPECIALMETALS,1,64538
20844,1997,SPECIAL METALS CORP,SPECIALMETALS,10004,SPECIALMETALS,1,64538
20845,1989,SPECIALTY CHEMICAL RESOURCES INC,SPECIALTYCHEMRESOURCES,10006,SPECIALTYCHEMRES,1,4293
20846,1990,SPECIALTY CHEMICAL RESOURCES INC,SPECIALTYCHEMRESOURCES,10006,SPECIALTYCHEMRES,1,4293
20847,1991,SPECIALTY CHEMICAL RESOURCES INC,SPECIALTYCHEMRESOURCES,10006,SPECIALTYCHEMRES,1,4293
20848,1992,SPECIALTY CHEMICAL RESOURCES INC,SPECIALTYCHEMRESOURCES,10006,SPECIALTYCHEMRES,1,4293
20849,1993,SPECIALTY CHEMICAL RESOURCES INC,SPECIALTYCHEMRESOURCES,10006,SPECIALTYCHEMRES,1,4293
20850,1994,SPECIALTY CHEMICAL RESOURCES INC,SPECIALTYCHEMRESOURCES,10006,SPECIALTYCHEMRES,1,4293
20851,1995,SPECIALTY CHEMICAL RESOURCES INC,SPECIALTYCHEMRESOURCES,10006,SPECIALTYCHEMRES,1,4293
20852,1995,SPECTRUM BRANDS,SPECTRUMBRANDS,10024,SPECTRUMBRANDS,1,65459
20853,1996,SPECTRUM BRANDS,SPECTRUMBRANDS,10024,SPECTRUMBRANDS,1,65459
20854,1997,SPECTRUM BRANDS,SPECTRUMBRANDS,10024,SPECTRUMBRANDS,1,65459
20855,1998,SPECTRUM BRANDS,SPECTRUMBRANDS,10024,SPECTRUMBRANDS,1,65459
20856,1999,SPECTRUM BRANDS,SPECTRUMBRANDS,10024,SPECTRUMBRANDS,1,65459
20857,2000,SPECTRUM BRANDS,SPECTRUMBRANDS,10024,SPECTRUMBRANDS,1,65459
20858,2001,SPECTRUM BRANDS,SPECTRUMBRANDS,10024,SPECTRUMBRANDS,1,65459
20859,2002,SPECTRUM BRANDS,SPECTRUMBRANDS,10024,SPECTRUMBRANDS,1,65459
20860,2003,SPECTRUM BRANDS,SPECTRUMBRANDS,10024,SPECTRUMBRANDS,1,65459
20861,2004,SPECTRUM BRANDS,SPECTRUMBRANDS,10024,SPECTRUMBRANDS,1,65459
20862,2005,SPECTRUM BRANDS,SPECTRUMBRANDS,10024,SPECTRUMBRANDS,1,65459
20863,2006,SPECTRUM BRANDS,SPECTRUMBRANDS,10024,SPECTRUMBRANDS,1,65459
20864,2007,SPECTRUM BRANDS,SPECTRUMBRANDS,10024,SPECTRUMBRANDS,1,65459
20865,2008,SPECTRUM BRANDS,SPECTRUMBRANDS,10024,SPECTRUMBRANDS,1,65459
20866,2009,SPECTRUM BRANDS,SPECTRUMBRANDS,10024,SPECTRUMBRANDS,1,65459
20867,2010,SPECTRUM BRANDS,SPECTRUMBRANDS,10024,SPECTRUMBRANDS,1,65459
20868,2011,SPECTRUM BRANDS,SPECTRUMBRANDS,10024,SPECTRUMBRANDS,1,65459
20869,2012,SPECTRUM BRANDS,SPECTRUMBRANDS,10024,SPECTRUMBRANDS,1,65459
20870,2013,SPECTRUM BRANDS,SPECTRUMBRANDS,10024,SPECTRUMBRANDS,1,65459
20871,2014,SPECTRUM BRANDS,SPECTRUMBRANDS,10024,SPECTRUMBRANDS,1,65459
20872,1987,SPECTRUM CONTROL INC,SPECTRUMCONTROL,10025,SPECTRUMCONTROL,1,9937
20873,1989,SPECTRUM CONTROL INC,SPECTRUMCONTROL,10025,SPECTRUMCONTROL,1,9937
20874,1990,SPECTRUM CONTROL INC,SPECTRUMCONTROL,10025,SPECTRUMCONTROL,1,9937
20875,1991,SPECTRUM CONTROL INC,SPECTRUMCONTROL,10025,SPECTRUMCONTROL,1,9937
20876,1992,SPECTRUM CONTROL INC,SPECTRUMCONTROL,10025,SPECTRUMCONTROL,1,9937
20877,1993,SPECTRUM CONTROL INC,SPECTRUMCONTROL,10025,SPECTRUMCONTROL,1,9937
20878,1994,SPECTRUM CONTROL INC,SPECTRUMCONTROL,10025,SPECTRUMCONTROL,1,9937
20879,1995,SPECTRUM CONTROL INC,SPECTRUMCONTROL,10025,SPECTRUMCONTROL,1,9937
20880,1996,SPECTRUM CONTROL INC,SPECTRUMCONTROL,10025,SPECTRUMCONTROL,1,9937
20881,1997,SPECTRUM CONTROL INC,SPECTRUMCONTROL,10025,SPECTRUMCONTROL,1,9937
20882,1998,SPECTRUM CONTROL INC,SPECTRUMCONTROL,10025,SPECTRUMCONTROL,1,9937
20883,1999,SPECTRUM CONTROL INC,SPECTRUMCONTROL,10025,SPECTRUMCONTROL,1,9937
20884,2000,SPECTRUM CONTROL INC,SPECTRUMCONTROL,10025,SPECTRUMCONTROL,1,9937
20885,2001,SPECTRUM CONTROL INC,SPECTRUMCONTROL,10025,SPECTRUMCONTROL,1,9937
20886,2002,SPECTRUM CONTROL INC,SPECTRUMCONTROL,10025,SPECTRUMCONTROL,1,9937
20887,2003,SPECTRUM CONTROL INC,SPECTRUMCONTROL,10025,SPECTRUMCONTROL,1,9937
20888,2004,SPECTRUM CONTROL INC,SPECTRUMCONTROL,10025,SPECTRUMCONTROL,1,9937
20889,2005,SPECTRUM CONTROL INC,SPECTRUMCONTROL,10025,SPECTRUMCONTROL,1,9937
20890,1987,SPINNAKER INDS INC,SPINNAKERINDS,10038,SPINNAKERINDS,1,9358
20891,1988,SPINNAKER INDS INC,SPINNAKERINDS,10038,SPINNAKERINDS,1,9358
20892,1989,SPINNAKER INDS INC,SPINNAKERINDS,10038,SPINNAKERINDS,1,9358
20893,1990,SPINNAKER INDS INC,SPINNAKERINDS,10038,SPINNAKERINDS,1,9358
20894,1991,SPINNAKER INDS INC,SPINNAKERINDS,10038,SPINNAKERINDS,1,9358
20895,1992,SPINNAKER INDS INC,SPINNAKERINDS,10038,SPINNAKERINDS,1,9358
20896,1993,SPINNAKER INDS INC,SPINNAKERINDS,10038,SPINNAKERINDS,1,9358
20897,1994,SPINNAKER INDS INC,SPINNAKERINDS,10038,SPINNAKERINDS,1,9358
20898,1995,SPINNAKER INDS INC,SPINNAKERINDS,10038,SPINNAKERINDS,1,9358
20899,1996,SPINNAKER INDS INC,SPINNAKERINDS,10038,SPINNAKERINDS,1,9358
20900,1997,SPINNAKER INDS INC,SPINNAKERINDS,10038,SPINNAKERINDS,1,9358
20901,1998,SPINNAKER INDS INC,SPINNAKERINDS,10038,SPINNAKERINDS,1,9358
20902,1999,SPINNAKER INDS INC,SPINNAKERINDS,10038,SPINNAKERINDS,1,9358
20903,2000,SPINNAKER INDS INC,SPINNAKERINDS,10038,SPINNAKERINDS,1,9358
20904,2005,SPIRIT AEROSYSTEMS HOLDINGS INC,SPIRITAEROSYSTEMS,10041,SPIRITAEROSYSTEMS,1,164494
20905,2006,SPIRIT AEROSYSTEMS HOLDINGS INC,SPIRITAEROSYSTEMS,10041,SPIRITAEROSYSTEMS,1,164494
20906,2007,SPIRIT AEROSYSTEMS HOLDINGS INC,SPIRITAEROSYSTEMS,10041,SPIRITAEROSYSTEMS,1,164494
20907,2008,SPIRIT AEROSYSTEMS HOLDINGS INC,SPIRITAEROSYSTEMS,10041,SPIRITAEROSYSTEMS,1,164494
20908,2009,SPIRIT AEROSYSTEMS HOLDINGS INC,SPIRITAEROSYSTEMS,10041,SPIRITAEROSYSTEMS,1,164494
20909,2010,SPIRIT AEROSYSTEMS HOLDINGS INC,SPIRITAEROSYSTEMS,10041,SPIRITAEROSYSTEMS,1,164494
20910,2011,SPIRIT AEROSYSTEMS HOLDINGS INC,SPIRITAEROSYSTEMS,10041,SPIRITAEROSYSTEMS,1,164494
20911,2012,SPIRIT AEROSYSTEMS HOLDINGS INC,SPIRITAEROSYSTEMS,10041,SPIRITAEROSYSTEMS,1,164494
20912,2013,SPIRIT AEROSYSTEMS HOLDINGS INC,SPIRITAEROSYSTEMS,10041,SPIRITAEROSYSTEMS,1,164494
20913,2014,SPIRIT AEROSYSTEMS HOLDINGS INC,SPIRITAEROSYSTEMS,10041,SPIRITAEROSYSTEMS,1,164494
20914,2008,SPRAGUE RESOURCES LP,SPRAGUERESOURCES,10047,SPRAGUERESOURCES,1,187709
20915,2009,SPRAGUE RESOURCES LP,SPRAGUERESOURCES,10047,SPRAGUERESOURCES,1,187709
20916,2010,SPRAGUE RESOURCES LP,SPRAGUERESOURCES,10047,SPRAGUERESOURCES,1,187709
20917,2011,SPRAGUE RESOURCES LP,SPRAGUERESOURCES,10047,SPRAGUERESOURCES,1,187709
20918,2012,SPRAGUE RESOURCES LP,SPRAGUERESOURCES,10047,SPRAGUERESOURCES,1,187709
20919,2013,SPRAGUE RESOURCES LP,SPRAGUERESOURCES,10047,SPRAGUERESOURCES,1,187709
20920,2014,SPRAGUE RESOURCES LP,SPRAGUERESOURCES,10047,SPRAGUERESOURCES,1,187709
20921,1988,SPRECKELS IND INC,SPRECKELSIND,10052,SPRECKELSIND,1,14896
20922,1989,SPRECKELS IND INC,SPRECKELSIND,10052,SPRECKELSIND,1,14896
20923,1990,SPRECKELS IND INC,SPRECKELSIND,10052,SPRECKELSIND,1,14896
20924,1991,SPRECKELS IND INC,SPRECKELSIND,10052,SPRECKELSIND,1,14896
20925,1992,SPRECKELS IND INC,SPRECKELSIND,10052,SPRECKELSIND,1,14896
20926,1993,SPRECKELS IND INC,SPRECKELSIND,10052,SPRECKELSIND,1,14896
20927,1994,SPRECKELS IND INC,SPRECKELSIND,10052,SPRECKELSIND,1,14896
20928,1987,SPRINGS INDS INC,SPRINGSINDS,10060,SPRINGSIND,1,9963
20929,1988,SPRINGS INDS INC,SPRINGSINDS,10060,SPRINGSIND,1,9963
20930,1989,SPRINGS INDS INC,SPRINGSINDS,10060,SPRINGSIND,1,9963
20931,1990,SPRINGS INDS INC,SPRINGSINDS,10060,SPRINGSIND,1,9963
20932,1991,SPRINGS INDS INC,SPRINGSINDS,10060,SPRINGSIND,1,9963
20933,1992,SPRINGS INDS INC,SPRINGSINDS,10060,SPRINGSIND,1,9963
20934,1993,SPRINGS INDS INC,SPRINGSINDS,10060,SPRINGSIND,1,9963
20935,1994,SPRINGS INDS INC,SPRINGSINDS,10060,SPRINGSIND,1,9963
20936,1995,SPRINGS INDS INC,SPRINGSINDS,10060,SPRINGSIND,1,9963
20937,1996,SPRINGS INDS INC,SPRINGSINDS,10060,SPRINGSIND,1,9963
20938,1997,SPRINGS INDS INC,SPRINGSINDS,10060,SPRINGSIND,1,9963
20939,1987,SPS TECHNOLOGIES INC,SPSTECH,10062,SPSTECH,1,9332
20940,1988,SPS TECHNOLOGIES INC,SPSTECH,10062,SPSTECH,1,9332
20941,1990,SPS TECHNOLOGIES INC,SPSTECH,10062,SPSTECH,1,9332
20942,1991,SPS TECHNOLOGIES INC,SPSTECH,10062,SPSTECH,1,9332
20943,1992,SPS TECHNOLOGIES INC,SPSTECH,10062,SPSTECH,1,9332
20944,1993,SPS TECHNOLOGIES INC,SPSTECH,10062,SPSTECH,1,9332
20945,1994,SPS TECHNOLOGIES INC,SPSTECH,10062,SPSTECH,1,9332
20946,1995,SPS TECHNOLOGIES INC,SPSTECH,10062,SPSTECH,1,9332
20947,1996,SPS TECHNOLOGIES INC,SPSTECH,10062,SPSTECH,1,9332
20948,1997,SPS TECHNOLOGIES INC,SPSTECH,10062,SPSTECH,1,9332
20949,1998,SPS TECHNOLOGIES INC,SPSTECH,10062,SPSTECH,1,9332
20950,1999,SPS TECHNOLOGIES INC,SPSTECH,10062,SPSTECH,1,9332
20951,2000,SPS TECHNOLOGIES INC,SPSTECH,10062,SPSTECH,1,9332
20952,2001,SPS TECHNOLOGIES INC,SPSTECH,10062,SPSTECH,1,9332
20953,1989,SPS TECHS INC,SPSTECHS,10063,SPSTECH,1,9332
20954,1987,SPX,SPX,10066,SPX,1,5087
20955,1987,SPX CORP,SPX,10066,SPX,1,5087
20956,1988,SPX CORP,SPX,10066,SPX,1,5087
20957,1988,SPX,SPX,10066,SPX,1,5087
20958,1989,SPX CORP,SPX,10066,SPX,1,5087
20959,1989,SPX,SPX,10066,SPX,1,5087
20960,1990,SPX,SPX,10066,SPX,1,5087
20961,1990,SPX CORP,SPX,10066,SPX,1,5087
20962,1991,SPX,SPX,10066,SPX,1,5087
20963,1991,SPX CORP,SPX,10066,SPX,1,5087
20964,1992,SPX,SPX,10066,SPX,1,5087
20965,1992,SPX CORP,SPX,10066,SPX,1,5087
20966,1993,SPX CORP,SPX,10066,SPX,1,5087
20967,1993,SPX,SPX,10066,SPX,1,5087
20968,1994,SPX CORP,SPX,10066,SPX,1,5087
20969,1994,SPX,SPX,10066,SPX,1,5087
20970,1995,SPX CORP,SPX,10066,SPX,1,5087
20971,1995,SPX,SPX,10066,SPX,1,5087
20972,1996,SPX CORP,SPX,10066,SPX,1,5087
20973,1996,SPX,SPX,10066,SPX,1,5087
20974,1997,SPX,SPX,10066,SPX,1,5087
20975,1997,SPX CORP,SPX,10066,SPX,1,5087
20976,1998,SPX CORP,SPX,10066,SPX,1,5087
20977,1998,SPX,SPX,10066,SPX,1,5087
20978,1999,SPX CORP,SPX,10066,SPX,1,5087
20979,1999,SPX,SPX,10066,SPX,1,5087
20980,2000,SPX CORP,SPX,10066,SPX,1,5087
20981,2000,SPX,SPX,10066,SPX,1,5087
20982,2001,SPX,SPX,10066,SPX,1,5087
20983,2001,SPX CORP,SPX,10066,SPX,1,5087
20984,2001,SPX INC,SPX,10066,SPX,1,5087
20985,2002,SPX INC,SPX,10066,SPX,1,5087
20986,2002,SPX CORP,SPX,10066,SPX,1,5087
20987,2003,SPX CORP,SPX,10066,SPX,1,5087
20988,2004,SPX CORP,SPX,10066,SPX,1,5087
20989,2005,SPX CORP,SPX,10066,SPX,1,5087
20990,2006,SPX CORP,SPX,10066,SPX,1,5087
20991,2006,SPX,SPX,10066,SPX,1,5087
20992,2007,SPX CORP,SPX,10066,SPX,1,5087
20993,2007,SPX,SPX,10066,SPX,1,5087
20994,2008,SPX CORP,SPX,10066,SPX,1,5087
20995,2009,SPX CORP,SPX,10066,SPX,1,5087
20996,2009,SPX,SPX,10066,SPX,1,5087
20997,2010,SPX CORP,SPX,10066,SPX,1,5087
20998,2010,SPX,SPX,10066,SPX,1,5087
20999,2011,SPX CORP,SPX,10066,SPX,1,5087
21000,2012,SPX CORP,SPX,10066,SPX,1,5087
21001,2013,SPX CORP,SPX,10066,SPX,1,5087
21002,2014,SPX CORP,SPX,10066,SPX,1,5087
21003,1987,SQUARE D CO,SQUARED,10067,SQUARED,1,9965
21004,1988,SQUARE D CO,SQUARED,10067,SQUARED,1,9965
21005,1989,SQUARE D CO,SQUARED,10067,SQUARED,1,9965
21006,1990,SQUARE D CO,SQUARED,10067,SQUARED,1,9965
21007,1987,STALEY CONTINENTAL,STALEYCONTINENTAL,10089,STALEYCONTINENTAL,1,9977
21008,1998,STANDARD AUTOMOTIVE CORP,STANDARDAUTOMOTIVE,10095,STANDARDAUTOMOTIVE,1,66352
21009,1999,STANDARD AUTOMOTIVE CORP,STANDARDAUTOMOTIVE,10095,STANDARDAUTOMOTIVE,1,66352
21010,1987,STANDARD BRANDS PAINT CO,STANDARDBRANDSPAINT,10096,STANDARDBRANDSPAINT,1,9985
21011,1988,STANDARD BRANDS PAINT CO,STANDARDBRANDSPAINT,10096,STANDARDBRANDSPAINT,1,9985
21012,1989,STANDARD BRANDS PAINT CO,STANDARDBRANDSPAINT,10096,STANDARDBRANDSPAINT,1,9985
21013,1990,STANDARD BRANDS PAINT CO,STANDARDBRANDSPAINT,10096,STANDARDBRANDSPAINT,1,9985
21014,1991,STANDARD BRANDS PAINT CO,STANDARDBRANDSPAINT,10096,STANDARDBRANDSPAINT,1,9985
21015,1992,STANDARD BRANDS PAINT CO,STANDARDBRANDSPAINT,10096,STANDARDBRANDSPAINT,1,9985
21016,1993,STANDARD BRANDS PAINT CO,STANDARDBRANDSPAINT,10096,STANDARDBRANDSPAINT,1,9985
21017,1994,STANDARD BRANDS PAINT CO,STANDARDBRANDSPAINT,10096,STANDARDBRANDSPAINT,1,9985
21018,1987,STANDARD MOTORS PRODUCTS,STANDARDMOTORSPROD,10102,STANDARDMOTORPRODS,1,10000
21019,1987,STANDARD MOTOR PRODUCTS,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21020,1987,STANDARD MOTOR PRODUCTS INC,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21021,2000,STANDARD MOTOR PRODUCTS,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21022,2000,STANDARD MOTOR PRODUCTS INC,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21023,2000,STANDARD MOTORS PRODUCTS,STANDARDMOTORSPROD,10102,STANDARDMOTORPRODS,1,10000
21024,2001,STANDARD MOTORS PRODUCTS,STANDARDMOTORSPROD,10102,STANDARDMOTORPRODS,1,10000
21025,2001,STANDARD MOTOR PRODUCTS,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21026,2001,STANDARD MOTOR PRODUCTS INC,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21027,2002,STANDARD MOTOR PRODUCTS INC,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21028,2002,STANDARD MOTOR PRODUCTS,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21029,2002,STANDARD MOTORS PRODUCTS,STANDARDMOTORSPROD,10102,STANDARDMOTORPRODS,1,10000
21030,2003,STANDARD MOTOR PRODUCTS INC,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21031,2003,STANDARD MOTORS PRODUCTS,STANDARDMOTORSPROD,10102,STANDARDMOTORPRODS,1,10000
21032,2003,STANDARD MOTOR PRODUCTS,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21033,2004,STANDARD MOTOR PRODUCTS,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21034,2004,STANDARD MOTOR PRODUCTS INC,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21035,2005,STANDARD MOTOR PRODUCTS,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21036,2005,STANDARD MOTOR PRODUCTS INC,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21037,2006,STANDARD MOTOR PRODUCTS,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21038,2006,STANDARD MOTOR PRODUCTS INC,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21039,2007,STANDARD MOTOR PRODUCTS INC,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21040,2007,STANDARD MOTOR PRODUCTS,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21041,2008,STANDARD MOTOR PRODUCTS INC,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21042,2009,STANDARD MOTOR PRODUCTS INC,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21043,2010,STANDARD MOTOR PRODUCTS INC,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21044,2011,STANDARD MOTOR PRODUCTS INC,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21045,2012,STANDARD MOTOR PRODUCTS INC,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21046,2013,STANDARD MOTOR PRODUCTS INC,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21047,2014,STANDARD MOTOR PRODUCTS INC,STANDARDMOTORPROD,10102,STANDARDMOTORPRODS,1,10000
21048,1988,STANDARD MOTOR PRODS INC,STANDARDMOTORPRODS,10103,STANDARDMOTORPRODS,1,10000
21049,1989,STANDARD MOTOR PRODS INC,STANDARDMOTORPRODS,10103,STANDARDMOTORPRODS,1,10000
21050,1990,STANDARD MOTOR PRODS INC,STANDARDMOTORPRODS,10103,STANDARDMOTORPRODS,1,10000
21051,1991,STANDARD MOTOR PRODS INC,STANDARDMOTORPRODS,10103,STANDARDMOTORPRODS,1,10000
21052,1992,STANDARD MOTOR PRODS INC,STANDARDMOTORPRODS,10103,STANDARDMOTORPRODS,1,10000
21053,1993,STANDARD MOTOR PRODS INC,STANDARDMOTORPRODS,10103,STANDARDMOTORPRODS,1,10000
21054,1994,STANDARD MOTOR PRODS INC,STANDARDMOTORPRODS,10103,STANDARDMOTORPRODS,1,10000
21055,1995,STANDARD MOTOR PRODS INC,STANDARDMOTORPRODS,10103,STANDARDMOTORPRODS,1,10000
21056,1996,STANDARD MOTOR PRODS INC,STANDARDMOTORPRODS,10103,STANDARDMOTORPRODS,1,10000
21057,1997,STANDARD MOTOR PRODS INC,STANDARDMOTORPRODS,10103,STANDARDMOTORPRODS,1,10000
21058,1998,STANDARD MOTOR PRODS INC,STANDARDMOTORPRODS,10103,STANDARDMOTORPRODS,1,10000
21059,1999,STANDARD MOTOR PRODS INC,STANDARDMOTORPRODS,10103,STANDARDMOTORPRODS,1,10000
21060,1987,STANDARD PRODUCTS CO,STANDARDPROD,10106,STANDARDPROD,1,10004
21061,1988,STANDARD PRODUCTS CO,STANDARDPROD,10106,STANDARDPROD,1,10004
21062,1989,STANDARD PRODUCTS CO,STANDARDPROD,10106,STANDARDPROD,1,10004
21063,1990,STANDARD PRODUCTS CO,STANDARDPROD,10106,STANDARDPROD,1,10004
21064,1991,STANDARD PRODUCTS CO,STANDARDPROD,10106,STANDARDPROD,1,10004
21065,1992,STANDARD PRODUCTS CO,STANDARDPROD,10106,STANDARDPROD,1,10004
21066,1993,STANDARD PRODUCTS CO,STANDARDPROD,10106,STANDARDPROD,1,10004
21067,1994,STANDARD PRODUCTS CO,STANDARDPROD,10106,STANDARDPROD,1,10004
21068,1995,STANDARD PRODUCTS CO,STANDARDPROD,10106,STANDARDPROD,1,10004
21069,1996,STANDARD PRODS CO,STANDARDPRODS,10107,STANDARDPROD,1,10004
21070,1997,STANDARD PRODS CO,STANDARDPRODS,10107,STANDARDPROD,1,10004
21071,1987,STANDARD REGISTER CO,STANDARDREGISTER,10109,STANDARDREGISTER,1,10005
21072,1989,STANDARD REGISTER CO,STANDARDREGISTER,10109,STANDARDREGISTER,1,10005
21073,1990,STANDARD REGISTER CO,STANDARDREGISTER,10109,STANDARDREGISTER,1,10005
21074,1987,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21075,1988,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21076,1989,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21077,1990,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21078,1991,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21079,1992,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21080,1993,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21081,1994,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21082,1995,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21083,1996,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21084,1997,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21085,1998,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21086,1999,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
